지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전남,2020-01-01,8.1,30.0,30.6,1.1,5.1,2.7,72.0,0.0
전남,2020-02-01,7.5,30.7,28.9,0.9,5.8,6.1,28.9,3.1
전남,2020-03-01,9.0,30.8,31.2,1.1,5.5,3.2,28.8,0.0
전남,2020-04-01,11.9,30.9,31.6,0.8,5.2,3.4,60.9,0.0
전남,2020-05-01,14.6,33.1,29.1,0.7,4.9,5.4,141.4,0.0
전남,2020-06-01,20.1,28.4,31.5,0.6,6.0,2.9,261.5,0.0
전남,2020-07-01,21.5,22.9,31.4,0.4,6.3,3.0,366.3,0.0
전남,2020-08-01,23.8,22.0,35.9,0.9,7.0,3.1,206.4,0.0
전남,2020-09-01,23.7,24.8,36.0,0.7,6.6,2.5,208.6,0.0
전남,2020-10-01,20.5,31.5,31.1,0.8,5.6,5.4,20.5,0.0
전남,2020-11-01,15.6,30.7,29.1,1.1,5.3,2.5,14.0,0.0
전남,2020-12-01,10.0,31.1,30.7,1.2,5.6,2.2,18.4,5.0
