지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
부산,2017-01-01,11.5,33.9,17.5,0.5,6.3,2.7,12.0,0.0
부산,2017-02-01,11.2,33.2,17.8,0.6,6.3,2.9,33.8,0.0
부산,2017-03-01,12.1,34.2,18.2,0.5,5.0,2.4,35.7,0.0
부산,2017-04-01,14.2,34.0,18.8,0.6,5.0,3.0,105.1,0.0
부산,2017-05-01,15.9,34.1,18.7,0.5,4.3,2.7,39.2,0.0
부산,2017-06-01,18.2,33.8,17.9,0.5,4.8,2.5,49.8,0.0
부산,2017-07-01,20.0,33.0,19.5,0.5,4.8,2.7,172.1,0.0
부산,2017-08-01,25.8,31.7,13.9,0.6,5.2,2.4,82.5,0.0
부산,2017-09-01,24.6,31.5,14.3,0.6,5.2,2.2,335.0,0.0
부산,2017-10-01,21.0,32.2,9.3,0.9,6.3,2.3,138.3,0.0
부산,2017-11-01,16.9,33.1,17.8,0.4,5.5,2.4,0.3,0.0
부산,2017-12-01,12.6,33.8,18.0,0.4,6.9,2.5,10.6,0.0
