지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
경기,2015-01-01,2.8,27.5,38.0,0.0,3.2,4.1,10.3,1.8
경기,2015-02-01,2.9,24.9,41.5,0.0,3.3,3.8,22.8,0.4
경기,2015-03-01,5.1,26.5,39.0,0.0,3.1,3.8,10.0,0.0
경기,2015-04-01,10.1,27.6,41.9,0.0,3.1,3.4,53.7,0.0
경기,2015-05-01,15.6,26.8,38.1,0.1,3.1,3.3,30.1,0.0
경기,2015-06-01,20.5,27.5,38.0,0.0,3.1,3.2,63.6,0.0
경기,2015-07-01,23.8,28.6,52.0,0.0,3.0,3.6,175.8,0.0
경기,2015-08-01,26.2,28.8,57.0,0.3,4.9,3.4,45.5,0.0
경기,2015-09-01,24.7,29.7,52.1,91.1,5.5,3.5,13.5,0.0
경기,2015-10-01,20.1,26.6,52.0,0.6,5.9,4.0,87.0,0.0
경기,2015-11-01,14.9,26.6,48.6,0.6,5.9,3.8,107.7,0.7
경기,2015-12-01,8.2,26.3,49.6,0.4,4.1,3.8,32.0,3.9
