지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전남,2015-01-01,6.5,30.4,38.0,0.8,5.7,3.2,41.1,4.0
전남,2015-02-01,6.0,31.1,41.5,0.7,5.3,3.4,25.7,0.2
전남,2015-03-01,7.3,31.8,39.0,0.6,1.9,3.0,34.4,0.0
전남,2015-04-01,11.9,31.0,41.9,0.7,5.8,3.0,159.6,0.0
전남,2015-05-01,16.0,28.5,38.1,0.5,5.8,3.2,77.8,0.0
전남,2015-06-01,19.8,27.6,38.0,0.5,5.3,3.0,117.8,0.0
전남,2015-07-01,22.1,27.4,52.0,0.8,7.9,2.9,159.6,0.0
전남,2015-08-01,24.9,29.7,57.0,0.3,5.5,2.5,86.5,0.0
전남,2015-09-01,23.7,30.8,52.1,91.1,5.5,2.7,79.5,0.0
전남,2015-10-01,20.9,30.1,52.0,0.6,6.2,2.9,84.2,0.0
전남,2015-11-01,16.4,29.3,48.6,0.6,4.9,2.8,106.8,0.3
전남,2015-12-01,11.2,28.6,49.6,0.7,5.1,3.5,68.6,3.3
