지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
부산,2015-01-01,11.3,33.9,38.0,0.5,6.7,2.5,50.7,0.0
부산,2015-02-01,10.7,34.0,41.5,0.6,6.4,2.7,30.5,0.0
부산,2015-03-01,11.4,34.0,39.0,0.5,5.7,2.8,76.5,0.0
부산,2015-04-01,13.4,33.3,41.9,0.9,5.7,2.8,268.0,0.0
부산,2015-05-01,15.4,32.9,38.1,0.3,4.0,2.5,183.0,0.0
부산,2015-06-01,18.4,33.2,38.0,0.4,5.0,2.2,69.2,0.0
부산,2015-07-01,20.9,31.8,52.0,0.7,5.9,3.0,176.7,0.0
부산,2015-08-01,23.9,31.8,57.0,0.5,6.0,2.5,132.5,0.0
부산,2015-09-01,23.4,31.8,52.1,0.7,5.8,2.5,172.0,0.0
부산,2015-10-01,20.6,32.1,52.0,0.5,5.4,2.5,62.0,0.0
부산,2015-11-01,17.0,32.4,48.6,0.6,6.2,2.3,124.1,0.0
부산,2015-12-01,14.1,33.3,49.6,0.5,5.6,2.4,51.5,0.0
