지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
통영,2018-01-01,7.2,33.6,23.3,110.7,5.6,1.4,33.8,0
통영,2018-02-01,6.4,33.9,25.4,108.2,5.6,1.6,40.9,0
통영,2018-03-01,9.9,33.5,23.9,155.6,6.0,2.4,222.3,0
통영,2018-04-01,13.4,33.6,24.0,112.7,5.3,2.2,170.4,0
통영,2018-05-01,16.1,33.3,23.6,109.2,5.2,2.3,227.2,0
통영,2018-06-01,19.4,33.3,17.8,96.1,5.5,2.1,306.5,0
통영,2018-07-01,22.7,31.8,19.0,112.8,6.6,1.9,139.2,0
통영,2018-08-01,26.2,32.4,20.1,117.3,6.1,2.5,177.4,0
통영,2018-09-01,23.2,31.8,26.4,117.4,5.9,2.1,529.4,0
통영,2018-10-01,19.9,31.9,26.1,110.4,5.2,1.8,170.3,0
통영,2018-11-01,16.2,33.1,22.9,71.5,4.9,1.3,41.8,0
통영,2018-12-01,11.3,33.3,22.9,105.3,5.1,1.3,59.5,0
