지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
통영,2017-01-01,7.8,34.1,27.2,123.3,5.6,1.6,16.2,0
통영,2017-02-01,6.6,32.9,33.2,133.3,5.5,1.6,43.0,0
통영,2017-03-01,9.7,34.5,27.2,93.6,5.0,1.7,32.6,0
통영,2017-04-01,13.8,33.8,26.7,99.2,5.2,2.1,148.5,0
통영,2017-05-01,18.1,33.3,22.9,65.6,4.8,1.8,34.8,0
통영,2017-06-01,21.3,32.9,12.7,74.6,5.4,1.9,68.4,0
통영,2017-07-01,23.2,32.2,19.5,77.0,5.3,1.9,223.3,0
통영,2017-08-01,28.7,31.7,24.2,102.7,5.4,2.0,169.7,0
통영,2017-09-01,24.6,31.5,26.1,104.8,5.3,2.2,362.2,0
통영,2017-10-01,20.6,32.2,29.4,150.3,6.0,2.4,132.1,0
통영,2017-11-01,16.0,32.8,31.9,83.7,5.3,1.3,1.0,0
통영,2017-12-01,9.8,33.3,27.7,98.4,5.4,1.3,17.6,0
