지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
통영,2016-01-01,7.1,34.2,23.6,137.6,5.4,1.6,70.7,0
통영,2016-02-01,6.3,34.4,21.5,134.0,5.5,1.8,93.2,0
통영,2016-03-01,9.2,34.0,17.0,0.6,5.3,1.8,133.1,0
통영,2016-04-01,13.3,33.2,28.0,117.5,5.6,1.9,262.9,0
통영,2016-05-01,16.9,33.3,26.5,81.5,4.9,2.5,106.8,0
통영,2016-06-01,21.0,32.2,24.0,82.2,5.7,1.9,112.7,0
통영,2016-07-01,23.3,31.6,32.2,88.2,5.7,1.9,235.5,0
통영,2016-08-01,28.9,30.3,28.3,97.0,5.4,2.1,61.7,0
통영,2016-09-01,27.0,28.8,24.8,127.6,6.3,2.0,543.3,0
통영,2016-10-01,23.1,29.3,21.8,124.7,5.4,2.4,194.0,0
통영,2016-11-01,17.1,31.5,24.6,103.6,5.3,1.5,61.7,0
통영,2016-12-01,11.4,33.1,29.8,119.0,5.6,1.4,118.1,0
