지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전남,2018-01-01,5.7,31.4,31.3,0.8,5.8,3.0,58.0,21.2
전남,2018-02-01,3.9,31.7,31.0,0.7,5.3,3.2,39.3,18.3
전남,2018-03-01,7.0,29.7,32.1,0.7,6.5,2.6,152.7,0.0
전남,2018-04-01,12.2,29.1,32.1,0.7,5.5,2.9,169.0,0.0
전남,2018-05-01,16.6,29.9,31.5,0.7,5.6,3.2,89.3,0.0
전남,2018-06-01,20.8,31.2,28.9,0.6,6.7,3.0,162.0,0.0
전남,2018-07-01,24.4,28.9,30.0,0.7,7.2,3.3,67.6,0.0
전남,2018-08-01,27.5,29.1,34.3,0.8,7.0,3.8,246.2,0.0
전남,2018-09-01,24.7,25.8,31.1,0.7,6.9,2.7,151.4,0.0
전남,2018-10-01,20.0,27.3,30.0,0.6,6.0,2.8,138.4,0.0
전남,2018-11-01,15.6,29.4,29.6,0.5,5.5,2.2,51.1,0.0
전남,2018-12-01,10.4,29.8,32.0,0.7,5.4,2.7,38.3,5.2
