지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
통영,2020-01-01,9.3,33.3,27.6,131.5,5.6,1.6,124.6,0
통영,2020-02-01,9.7,33.3,32.5,109.5,5.4,1.6,75.0,0
통영,2020-03-01,11.5,33.6,32.4,114.4,5.4,1.9,61.8,0
통영,2020-04-01,13.7,33.8,31.2,117.4,5.3,2.1,72.2,0
통영,2020-05-01,16.5,33.7,31.3,90.3,5.1,2.0,119.5,0
통영,2020-06-01,19.8,33.5,31.4,88.4,5.6,1.8,371.3,0
통영,2020-07-01,20.9,31.4,33.3,107.0,6.0,1.6,607.8,0
통영,2020-08-01,22.4,30.8,43.1,115.4,5.9,2.2,273.4,0
통영,2020-09-01,23.3,30.6,32.2,147.9,6.1,2.6,338.2,0
통영,2020-10-01,20.5,31.5,31.2,103.2,4.9,1.9,28.0,0
통영,2020-11-01,16.6,32.5,39.4,96.5,5.1,1.4,54.4,0
통영,2020-12-01,10.5,33.0,34.1,92.6,4.8,1.2,11.5,0
