지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
강원,2017-01-01,10.6,33.0,44.1,1.4,7.3,1.4,82.4,0.0
강원,2017-02-01,9.6,32.3,38.2,1.5,7.4,1.6,3.2,0.0
강원,2017-03-01,9.8,33.9,37.3,0.9,5.9,1.4,48.7,0.0
강원,2017-04-01,11.1,33.8,18.0,0.9,5.6,1.7,46.8,0.0
강원,2017-05-01,13.2,33.9,21.2,99.6,5.3,1.6,25.2,0.0
강원,2017-06-01,16.5,33.7,15.1,0.7,5.8,1.5,69.7,0.0
강원,2017-07-01,18.8,33.2,11.8,0.4,4.6,1.2,270.3,0.0
강원,2017-08-01,21.0,32.1,11.6,0.8,5.8,1.1,424.9,0.0
강원,2017-09-01,20.9,31.8,18.4,0.8,5.5,1.3,50.5,0.0
강원,2017-10-01,18.3,33.4,20.8,1.4,6.4,1.2,135.4,0.0
강원,2017-11-01,15.6,34.1,23.5,1.1,6.6,1.4,41.2,0.0
강원,2017-12-01,12.6,34.8,37.8,1.4,7.2,1.5,9.9,0.0
