지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
통영,2015-01-01,6.4,34.6,38.0,123.7,5.5,1.4,60.8,0
통영,2015-02-01,6.5,34.8,41.5,125.7,5.5,1.7,57.1,0
통영,2015-03-01,8.6,34.6,39.0,99.4,5.6,1.8,101.4,0
통영,2015-04-01,12.7,33.6,41.9,121.2,5.4,2.4,301.0,0
통영,2015-05-01,16.9,32.5,38.1,64.3,5.0,1.9,160.1,0
통영,2015-06-01,19.8,32.5,38.0,75.8,5.5,1.7,85.8,0
통영,2015-07-01,23.2,31.5,52.0,128.8,6.4,2.2,180.9,0
통영,2015-08-01,25.9,30.9,57.0,94.7,6.6,1.7,171.4,0
통영,2015-09-01,25.6,30.4,52.1,128.9,5.7,2.2,123.0,0
통영,2015-10-01,22.7,31.0,52.0,96.7,5.0,1.7,73.8,0
통영,2015-11-01,17.7,31.9,48.6,123.4,5.7,1.9,97.2,0
통영,2015-12-01,11.9,32.9,49.6,108.2,5.0,1.3,51.3,0
