지역,일시,수온,염분,유속,유의파고,유의파주기,풍속,월합강수량,최심적설
전남,2017-01-01,7.1,30.9,31.7,0.6,5.3,2.9,13.9,1.8
전남,2017-02-01,5.2,31.1,29.7,0.7,5.3,3.3,32.3,9.1
전남,2017-03-01,7.3,31.4,30.9,0.6,4.9,3.2,28.5,0.0
전남,2017-04-01,11.9,31.4,30.4,0.5,4.9,3.1,46.5,0.0
전남,2017-05-01,16.7,32.6,29.8,0.5,4.7,2.8,14.0,0.0
전남,2017-06-01,20.5,33.2,29.6,0.5,5.6,3.1,28.5,0.0
전남,2017-07-01,23.4,31.8,32.2,0.8,6.0,2.7,138.2,0.0
전남,2017-08-01,25.5,28.4,30.8,0.3,4.5,3.1,201.8,0.0
전남,2017-09-01,24.3,28.7,32.0,0.3,3.9,2.5,109.4,0.0
전남,2017-10-01,20.5,30.8,28.5,0.7,6.6,2.6,62.7,0.0
전남,2017-11-01,14.9,31.3,30.0,0.7,6.1,3.0,1.4,0.0
전남,2017-12-01,8.7,31.7,30.3,1.0,7.1,2.7,45.3,5.7
