품목명,날짜,생산,수입,판매
Mackerel,2025-01-01,20373,20373,18914
Mackerel,2025-02-01,6168,6168,19138
Mackerel,2025-03-01,9508,9508,7439
Mackerel,2025-04-01,7182,7182,18087
Mackerel,2025-05-01,1642,1642,13370
Mackerel,2025-06-01,9959,9959,6840
Mackerel,2025-07-01,5651,5651,20687
