품목명,날짜,생산,수입,판매
CutlassFish,2025-01-01,971,971,831
CutlassFish,2025-02-01,987,987,86
CutlassFish,2025-03-01,1140,1140,3181
CutlassFish,2025-04-01,1420,1420,2378
CutlassFish,2025-05-01,1164,1164,2475
CutlassFish,2025-06-01,3481,3481,6720
CutlassFish,2025-07-01,530,530,257
